"","score","text"
"2317",-1,"zeroanthro dnc rig primaries media accomplices admissions vote fraud thuglife hire mention th"
"2318",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2319",0,"dcinpc pick vp race gender u can bet shell govern standardsminorities will last hillaryclin"
"2320",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"2321",0,"ofthepeople agree wasnt ask debate last night chriscuomo abcpolitics"
"2322",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2323",-3,"chatrevolve breaking haitian man stole million friend told clintonbodycount b stolen mo"
"2324",1,"chatrevolve look say little mr right"
"2325",-1,"rig elect video ii mass voter fraud trumptrain"
"2326",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2327",0,"vickybrush gave away another usa secret debate time world pls vote hillar"
"2328",-1,"bernieindiana prisonplanet everytime blame always learn later shes lie like"
"2329",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2330",2,"dvatw love smile debatenight"
"2331",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2332",0,"mosalahshoor electionhumor elect smshow frangeladuo"
"2333",0,"organ also fund global puppet master soros buy eu usa politician hillaryclintonnow"
"2334",1,"trumpmypres wikileak moroccan king promise million dollars meet outnumbered"
"2335",-2,"dear msm concede say sky falling stick subject debate trumppence hrc"
"2336",2,"bennydiego hillarious calm poised knowledge presidential exploded debatenight"
"2337",0,"haitianos clintonfoundation"
"2338",0,"wikileak release email part"
"2339",0,"jlcbamberger evangelicals forgiveness forgiveness"
"2340",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2341",-3,"teamtrumpco outlets laraza judge wife link nastywoman reveal fake racism attack woman millennial"
"2342",0,"schools children hillarious lie american support kidsschoo"
"2343",-1," gentlemen erictrump danscavino loudobbs seanhannity click fed law broke secstate ht"
"2344",1,"probably said agencies included office director nation intelligence separate agencies"
"2345",0,"votetrumppence makeamericasafeagain makeamericagreatagain nbc cbs hillaryclintonemails"
"2346",0,"wikileak release email part"
"2347",0,"oshima will allow blackstone cut social secured"
"2348",0,"wikileak release email part"
"2349",2,"welp janetjackson clear winner last night presidentialdebate nastwoman"
"2350",0,"jpykurdish whistleblower amberlyon former correspondent busted censoring news behalf donors never"
"2351",0,"vickybrush gave away another usa secret debate time world pls vote hillar"
"2352",0,"sstrohm joebiden proven candidata u full crap tru"
"2353",0,"release email part annrav"
"2354",1,"birthday nov can single american please gift pres thank"
"2355",0,"votetrumppence makeamericasafeagain makeamericagreatagain nbc cbs hillaryclintonemails"
"2356",-2," nastyass poor excuse woman socialists throw female eat"
"2357",-1,"daystotrump leak classified information nuclear response time last night debatenight"
"2358",0,"obamacare premiums skyrocket latinasfortrump pjnet haction tcot bwc"
"2359",0,"dcinpc pick vp race gender u can bet shell govern standardsminorities will last hillaryclin"
"2360",0,"release email part orangep"
"2361",0,"judymorris expose foundation ties suspected human organ trafficker clintonfoundation"
"2362",0,"wikileak release email part"
"2363",0,"wikileak release email part"
"2364",0,"release email part thebeatboss"
"2365",0,"realscotternst hillaryclintona role model young women lenadunham sarahsilverman mileycyrus"
"2366",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2367",1,"world think entire bush families support hillaryclintona bid whitehouse today"
"2368",0,"video vida eeuu los momento más tensos del último debate presidencial entre y"
"2369",0,"cant wait see miley cyrus dryhumping live goat stage inaugural ball"
"2370",0,"bluenationrev donald flinched hillarious focused p"
"2371",1,"chatrevolve look say little mr right"
"2372",-1," gentlemen erictrump danscavino loudobbs seanhannity click fed law broke secstate ht"
"2373",0,"alisonrambles leorules timkaine yes acknowledged debate considered charities"
"2374",-2,"clintonfoundation fraud corrupt theft moneylaundering embezzlement"
"2375",0,"ofthepeople agree wasnt ask debate last night chriscuomo abcpolitics"
"2376",0,"en atodosnospasalomismo felipeizquierdo y roka valbuena comentaron el debate entre y"
"2377",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"2378",-1,"billion miss hillarious state dept"
"2379",1,"chatrevolve look say little mr right"
"2380",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2381",-2,"stephiegilley right traitor war criminal white collar criminal allow ru"
"2382",0,"release email part dreamfrance"
"2383",-1,"twright treat people disagree"
"2384",0,"clintonfoundation"
"2385",-1," gentlemen erictrump danscavino loudobbs seanhannity click fed law broke secstate ht"
"2386",0,"votetrumppence makeamericasafeagain makeamericagreatagain nbc cbs hillaryclintonemails"
"2387",1,"chatrevolve look say little mr right"
"2388",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"2389",-2,"cheat debate device podium trumparmy cheater"
"2390",-1,"annehillebrand shock footage media caught cover hillaryclintona ongoing looting"
"2391",0,"mosalahshoor electionhumor elect smshow frangeladuo"
"2392",0,"release email part gatitabonitas"
"2393",0,"wikileak release email part"
"2394",2,"dvatw love smile debatenight"
"2395",-3,"teamtrumpco outlets laraza judge wife link nastywoman reveal fake racism attack woman millennial"
"2396",-3,"physically sick liar gags minute trialed spit lie hillaryshealth"
"2397",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2398",0," trumparmy campaign full breitbart steam ahead p ctl tntweeters u"
"2399",2,"bennydiego hillarious calm poised knowledge presidential exploded debatenight"
"2400",2,"dvatw love smile debatenight"
"2401",0,"hillarious politi add chriswallace debate hillarysamerica"
"2402",0,"weg mit dieser kriegstreiberin stop srfdok"
"2403",0,"hillarious nastywoman riggedelection rig voterfraud email wikileak debate"
"2404",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2405",-1,"henricoleman laughable since protocol use unsecured server anyone b responsib"
"2406",1,"michellegalvan el cantante vicentefernandez se reúne con los al final del debate le dijo que le gusto la ca"
"2407",0,"dont see purpose climate activist work elect conniving serial liar confront wont work"
"2408",-2,"isnt much better unfortunately berniesanders conspiracy dnc steal nomination worstcandidatesever"
"2409",0,"votetrumppence makeamericasafeagain makeamericagreatagain nbc cbs hillaryclintonemails"
"2410",0,"release email part "
"2411",2,"well done happier see little spunk boiled carrot done"
"2412",-1,"jokeoftheday sinking boat getinthesea saved click see"
"2413",1,"draintheswamp wikileak fact force freedom truth democrat cant handle truth"
"2414",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2415",0,"teepublic youre woman damn proud raise hand teepublic nastywoman elec"
"2416",0,"win elect will u concede pay protesters riot nationwide debatenight"
"2417",0,"wikileak release email part"
"2418",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2419",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2420",0,"esmasfarandula video agradece con un abrazo apoyo de vicentefdez"
"2421",0,"brothersidecar strongertogether pennsylvania california say"
"2422",1,"agree doesnt win question result"
"2423",0,"wikileak release email part"
"2424",-1,"murph heller decision nothin zero toddlers another lie gotnostrings draintheswam"
"2425",2,"bennydiego hillarious calm poised knowledge presidential exploded debatenight"
"2426",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2427",0,"ac jaketapper seanhannity loudobbs danabashcnn oreillyfactor carolcnn brookebcnn gs payo"
"2428",1,"joeyfotofr goodvib face decision demonstrated vastly human integral choi"
"2429",0,"debate pjnet"
"2430",0,"katehones última batalla por qué ganó una vez más el debate presidencial eeuu ka"
"2431",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2432",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2433",0,"danneywilliams made sign front yard"
"2434",0,"wifeytv women women forever nastywoman"
"2435",1,"respect want respect earn lie denials took away debate"
"2436",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2437",1,"say putin friend nice job russia now minute head start wwiii"
"2438",0,"bullyuzi trialwatcher fdrlst let babies become toddlers prolife abortionisevil"
"2439",0,"wikileak release email part"
"2440",-1,"waynedupreeshow thing rig system dnc cheat bernie sanders according email"
"2441",0,"vp first time ever bc complete lost trust american institutions"
"2442",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2443",1,"alexcam won final presidential debate"
"2444",-2," wednesdaywisdom trumpdebateguests one sick menu hate"
"2445",0," official general elect debate result p ctl tntweeters uniteblue"
"2446",-2,"golddebt debate debatenight imwithhere fbi hillarious disgusting traitor spilled us secret carelessl"
"2447",0,"oh"
"2448",1,"joedaman qualified potus shes expose weaksause debatenight"
"2449",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2450",0,"izzieadams usa ingodwetrust americafirst clintonfoundation trumptrain"
"2451",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2452",0,"release email part "
"2453",1,"maizahameed realize wore red first debate blue second white third thatcher patriot"
"2454",-3,"onlinemagazin patricia smith blame death son benghazi told mom go die t"
"2455",0,"may ride broom swept debate forsweep potus"
"2456",0,"washtimes hillarious know nothin democrat tricks expose video ht"
"2457",-2,"will send child die maybe north seanhannity lie war cover corruptio"
"2458",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"2459",-1," donald lie time debatenight p ctl tntweeters u"
"2460",0,"share spread movement let stop tentacles new video projectveritas"
"2461",1,"ill prepared screenshots receipts said promise elect"
"2462",0,"wikileak release email part"
"2463",3,"dvatw poll point win bit like poll point remain win euref"
"2464",0,"vickybrush gave away another usa secret debate time world pls vote hillar"
"2465",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"2466",0,"realscotternst hillaryclintona role model young women lenadunham sarahsilverman mileycyrus"
"2467",0,"ww elect usa mean"
"2468",2,"perfect response think won three debate"
"2469",0,"waynedupreeshow realize even campaign doesnt want front cameras american disl"
"2470",1,"support claim children families"
"2471",0,"leveil perd malencontreusement la liaison avec un politicien qui traitait de menteuse en plein direct"
"2472",-1,"bernieindiana prisonplanet everytime blame always learn later shes lie like"
"2473",0,"wikileak release email part"
"2474",0," clusterfck sloshake indianann luisrmiranda"
"2475",-2,"ciccmaher v concern abt foreign intervention elect email reveal direct us sabotage venezuela"
"2476",-1,"twright treat people disagree"
"2477",0,"ithoughtthiswasallajoke elect endoftheworld"
"2478",0,"vickybrush gave away another usa secret debate time world pls vote hillar"
"2479",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2480",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2481",-1,"cheat debate device podium trumparmy"
"2482",0,"debate nutshell draintheswamp"
"2483",0,"joepapagoda vote poll debatenight"
"2484",0,"agree wasnt ask debate last night chriscuomo"
"2485",0,"jamesritch dloesch blackhistorymonth"
"2486",0,"wikileak release email part"
"2487",0,"politweecs wasnt answer question read prepared answer"
"2488",0,"im boy go debate"
"2489",-1,"heller decision nothin zero toddlers another lie gotnostrings"
"2490",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2491",-1,"day elect campaign trail day elect naphisoc media destroy dt"
"2492",0,"votetrumppence makeamericagreatagain makeamericasafeagain nbc cbs hillaryclintonemails"
"2493",0,"release email part eva"
"2494",1,"donaldtrumphillaryclintondebatesdebates campaign management say fivepoint plan defeat islam isis usa"
"2495",0,"nbc news nbc news video breakingnews topstories elect"
"2496",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"2497",0,"sarah barrysmith choice vote behalf unborn children past present future"
"2498",0,"wikileak release email part"
"2499",0,"realscotternst hillaryclintona role model young women lenadunham sarahsilverman mileycyrus"
"2500",0,"let say together today go low go vote michelleobama nastywomenvote"
"2501",-1,"hillarious came saw die gaddafi srfdok verdammtes luder monsterweib"
"2502",0,"tweetdec debatenight"
"2503",1,"brilliant perform final debate imwither strongertogether"
"2504",2,"bennydiego hillarious calm poised knowledge presidential exploded debatenight"
"2505",0,"iowabs bernie elect berniesanders iacaucus"
"2506",1,"teamofrihanna rihanna support"
"2507",0,"wikileak release email part"
"2508",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2509",1,"pollhq trust debate"
"2510",0,"wikileak release email part"
"2511",0,"votetrumppence makeamericagreatagain makeamericasafeagain nbc cbs hillaryclintonemails"
"2512",0," debate"
"2513",0,"bernie elect berniesanders iacaucus"
"2514",1,"realdjtrumpteam simple won debate debatenight"
"2515",0,"kabalibebo rdgrainofindia picdekedekho globalcitizenindia fruitattraction mandirpolitics"
"2516",-1,"twright treat people disagree"
"2517",0,"soppressatira madonna promette un pompino chi voterà per che quindi si è assicurata anche il voto di walt"
"2518",0,"hillaryvstrump deletetheelite"
"2519",0," debatenight debate wakeupamerica draintheswamp november th will vote"
"2520",0,"wikileak release email part"
"2521",-1,"linquel youre puppet donald yourethepuppet debate hillarious"
"2522",0,"hillarious nastywoman riggedelection rig voterfraud email wikileak bernie debate"
"2523",1,"love elect coverage hereby im"
"2524",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2525",0,"mosalahshoor electionhumor elect smshow frangeladuo"
"2526",0,"release email part new email "
"2527",0,"wikileak release email part"
"2528",0,"markruffalo agree wasnt ask debate last night tinyrevolution"
"2529",0,"michaeljohns liberal bush selected elect "
"2530",0,"foxnation meet general whos pay hillarious clintonbodycount since general"
"2531",1,"time evolved endorse partialbirth abort support beyond countries eu allowsno"
"2532",0,"wikileak release email part"
"2533",0,"hillarious obummers plan world lawyer judge report journalist news"
"2534",0,"votetrumppence makeamericagreatagain makeamericasafeagain nbc cbs hillaryclintonemails"
"2535",0,"onlinemagazin usa haha naked statue cause fight manhattan"
"2536",-1,"supposed trade joke tonight dolan al smith dinner even"
"2537",0,"wikileak release email part"
"2538",2,"dvatw love smile debatenight"
"2539",0,"healthranger demonic love late term live babies organ harvesting claim compassion children sick debate"
"2540",0,"wikileak release email part"
"2541",0,"biggest prob w elect may wout entertainment value plummets"
"2542",-1,"experience candidata lie public lastchance"
"2543",1," call woman thank much p ctl tntweeters unit"
"2544",1,"realdjtrumpteam world love meet wow fox news poll lie email wer"
"2545",2,"dvatw love smile debatenight"
"2546",-1,"jokeoftheday sinking boat getinthesea saved click see"
"2547",0,"bannerite im nastywoman vote"
"2548",0,"walid last night final debate confirm will push noflyzone syria mor"
"2549",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"2550",0,"wikileak release email part"
"2551",0,"voguespain vogue news querido si llamas mujer asquerosa esto es lo que pasa"
"2552",0,"release email part wikileak"
"2553",-1,"rachelcohen vote donaldtrumpyou promoting hillaryclintonand destruction american libertya third t"
"2554",0,"mosalahshoor electionhumor elect smshow frangeladuo"
"2555",0,"trumptality nastywoman nastywomenunite imwither"
"2556",0,"ginger rogers everything fred astaire except backwards high heels"
"2557",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2558",-1,"islamlie hillaryclintona campaign management discuss consciously use illegal server tarekfatah"
"2559",0,"votetrumppence makeamericagreatagain makeamericasafeagain nbc cbs hillaryclintonemails"
"2560",1,"enter bushlike preiraq war euphoria syria except time therealdonaldtrump"
"2561",0,"wikileak release email part"
"2562",0,"realscotternst hillaryclintona role model young women lenadunham sarahsilverman mileycyrus"
"2563",-2,"foxnation debate check eight hillarious lie debunked debate lie debunked"
"2564",3,"pjpnig mileycyrus volunteer now clean wholesome american girl yeah right vote trum"
"2565",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2566",-1,"foxnation shock video watchdog group aims keep hillarious campaign account video"
"2567",0,"vote ya sale trumpbookreport presidentialelection"
"2568",-1,"wakeupamerica im concern action action may say debatenight"
"2569",-1,"ariawilsongop corrupt doesnt stop w middleeast buy us know can b bought"
"2570",0,"wikileak release email part"
"2571",0,"usa ingodwetrust americafirst clintonfoundation trumptrain"
"2572",0,"jpykurdish whistleblower amberlyon former correspondent busted censoring news behalf donors never"
"2573",0,"wikileak release email part"
"2574",-1,"dinesh dsouzas micdrop message never christian breaking internet plan vote"
"2575",1,"wilkowmajority democrat hillaryclintona brother control gold mine"
"2576",0,"people abroad see democrat interestdriven warmongeramp republican loosecanon xenophobe"
"2577",-2,"trumpmypres countries elect despicable crook nest presidencial screw"
"2578",1,"well vote today avoid rush politician poll site"
"2579",1,"like start war russia elect ww"
"2580",0,"joebiden proven candidata u full crap"
"2581",0,"babbsgirl womenfortrump agree couldnt create job senate ny create job million ppl"
"2582",0,"agree ever take matter cost usmedia outlets dnc surrogates will ampsay anythi"
"2583",0,"realscotternst hillaryclintona role model young women lenadunham sarahsilverman mileycyrus"
"2584",0,"thereallukevans god go shes annihilating debate"
"2585",1,"chatrevolve look say little mr right"
"2586",1," postdebate poll won third final presidential debate makeamericagreatagain deba"
"2587",1,"like wapo didnt even watch last two"
"2588",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2589",-1,"paid activist took credit violent chicago riot potus ohhillno"
"2590",1,"thelibrepublic wont question elect result win"
"2591",0,"hillarious obummers plan world berniesanders mayor sheriff utah"
"2592",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"2593",-1,"representpledge hillaryclintona debate answer abort need women politi askaboutabo"
"2594",0,"said admires anti black plan parenthood founder margaret sanger hillaryhatesamerica"
"2595",0,"paceños ya vieron el video del festejo entre vicentefdez y después del debate gt"
"2596",-1," gentlemen erictrump danscavino loudobbs seanhannity click fed law broke secstate ht"
"2597",-2,"babbsgirl puppet george soros devil bigleaguetruth debatenight debate womenfortrump"
"2598",0,"dailypollsx will vote presidencial retweet poll dailypoll debatenight elect"
"2599",1,"goodvib face decision demonstrated vastly human integral choiceoftwopickone"
"2600",0,"wikileak release email part"
"2601",0,"vickybrush gave away another usa secret debate time world pls vote hillar"
"2602",0,"madonna se votate hillarious vi faccio un pompino electionday elect"
"2603",0,"oh girl hillarious yeah shes debate"
"2604",0,"mosalahshoor electionhumor elect smshow frangeladuo"
"2605",0," trumpton haha clinttrump hillarrump neveren"
"2606",1,"chatrevolve look say little mr right"
"2607",-1,"corrupt doesnt stop w middleeast buy us know c"
"2608",-2,"countries elect despicable crook nest presidencial screw"
"2609",0,"watch last night debate realize two run presidencial unit state"
"2610",-1,"understanding hillaryclintona email scandal jillnothill bernieorbust sandersrally feelthebern stillsanders"
"2611",-1,"subliminalmessages position negative manipulated pre measure"
"2612",0,"mosalahshoor electionhumor elect smshow frangeladuo"
"2613",1,"chatrevolve look say little mr right"
"2614",2,"dvatw love smile debatenight"
"2615",0,"wikileak release email part"
"2616",0,"wikileak release email part"
"2617",0,"waronwomen accept million countries treat women second class citizens"
"2618",0,"bjorkianrice losindonald yes must referendum gop vote blue courthouse wh puppittrump"
"2619",0,"wikileak release email part new email"
"2620",0,"centrommolina nobels en eu apoyan hillaryclintonnecesitamos un president que alentará políticas que permitan florecer la cien"
"2621",-4," shock video proof hate police kill mutilate pigs hillaryforprison h"
"2622",0,"wikileak release email part"
"2623",2,"dvatw love smile debatenight"
"2624",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"2625",0,"mosalahshoor electionhumor elect smshow frangeladuo"
"2626",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2627",0,"presidencial "
"2628",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"2629",0,"teamtrumpco stick fork itgthillaryclinton millennial hillarious blacktwitter blackwomenvote latinos wom"
"2630",-1,"rachelcohen vote donaldtrumpyou promoting hillaryclintonand destruction american libertya third t"
"2631",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2632",0,"watch last night debate realize two run presidencial"
"2633",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"2634",0,"wikileak release email part"
"2635",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"2636",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2637",1,"ya got click video link s supposed sniper fire man good thesovereignman"
"2638",0,"wikileak release email part"
"2639",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2640",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"2641",-3,"niatrump death destruction terror weaknessdjt thursdaythoughts libyaarab springvacu"
"2642",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2643",0,"momstrump hillarious nastywoman riggedelection rig voterfraud email wikileak debate ht"
"2644",2,"dvatw love smile debatenight"
"2645",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2646",1,"annagoodson nothin like woman thing done guess nastywoman"
"2647",0,"michelle hillarious vs ein falsches spiel srfdok"
"2648",1,"pollhq trust debate"
"2649",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2650",1,"pollhq trust debate"
"2651",0,"release email part wikileak"
"2652",0,"latest record debatenight"
"2653",2,"dvatw love smile debatenight"
"2654",0,"historia moon bat run wikileak projectveritas boogeyman"
"2655",1,"octaviaspencer brought receipts shes highlighted trumparmy instant perusal debate win"
"2656",0,"typical leftistloons fan religion general email real"
"2657",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2658",1,"pollhq trust debate"
"2659",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2660",0,"wikileak release email part"
"2661",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2662",0,"wikileak release email part"
"2663",2,"dvatw love smile debatenight"
"2664",2,"dvatw love smile debatenight"
"2665",0,"amrightnow jail campaign trail usmc"
"2666",0,"wikileak release email part"
"2667",2,"dvatw love smile debatenight"
"2668",0,"wikileak release email part new email"
"2669",0,"dpyx wait remix bettydavis nastygal"
"2670",-1,"brothersidecar debate strongertogether pennsylvania california scandal"
"2671",1,"check awesome hope design teepublic trumpvsclinton"
"2672",0,"judymorris expose foundation ties suspected human organ trafficker clintonfoundation"
"2673",0,"tcot"
"2674",0,"wikileak release email part"
"2675",0,"waynedupreeshow work children def fund founder disagree wclinton debate"
"2676",1,"texanhellraiser wonder much got paid squeeze info debate last night"
"2677",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"2678",2,"dvatw love smile debatenight"
"2679",1,"mawilner let respond thatcher say attitude toward peace transition p"
"2680",0,"release email part jamiastarheart"
"2681",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"2682",-1,"twright treat people disagree"
"2683",-1,"brothersidecar debate strongertogether pennsylvania california scandal"
"2684",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2685",0,"wikileak release email part"
"2686",0,"wikileak release email part"
"2687",2,"dvatw love smile debatenight"
"2688",0," final paint new post restingbitchface"
"2689",0,"us corporate sadists devise new torture patriot chelsea man"
"2690",0,"hibabyblog let known nastywoman nicola"
"2691",1,"presidencial first new yorkbased smart move socalled"
"2692",0,"hillarious elect politi"
"2693",1,"nothin happier celebrating spiritday watch beautiful debate slaughter gave"
"2694",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"2695",-1,"omg dont know lose lolll debate groperinchief nevertrump madamepresident"
"2696",0,"wikileak release email part"
"2697",0,"realtalk presidentaldebate"
"2698",1," postdebate poll won third final presidential debate makeamericagreatagain deba"
"2699",1,"inquizie predicts ur winner hillarious vs play create"
"2700",0,"wikileak release email part"
"2701",-1,"twright earlier vote favor elect msm freaking refuse report earlier voter vo"
"2702",2,"dvatw love smile debatenight"
"2703",0,"hillarious elect politi"
"2704",1,"octaviaspencer brought receipts shes highlighted trumparmy instant perusal debate win"
"2705",-1,"jacobrichardsaz sick support will disrespect bible"
"2706",0,"madonna se votate hillarious vi faccio un pompino electionday elect"
"2707",0,"american politi circus circus usa clown chicago illinois"
"2708",0,"qué momento tan emotivo latinos"
"2709",1,"hillarysamerica hillaryemails feelthebern hillaryvstrump strongertogether must sleep well"
"2710",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"2711",2,"think hes smart call woman said debate respect women"
"2712",0,"bettercalllf pass fuck getinthesea chuck van like side beef debatenight draintheswamp"
"2713",0,"debatepresidencial"
"2714",-1,"shock footage media caught cover hillaryclintona ongoing looting"
"2715",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"2716",2,"dvatw love smile debatenight"
"2717",0,"joepapagoda vote poll debatenight"
"2718",0,"redfm nacional l agradeció con un gracias chente el apoyo del cantante mexicano detalles gt"
"2719",-1," breaking news must see undeniable proof cover ht"
"2720",0,"wikileak release email part"
"2721",0,"wikileak release email part"
"2722",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2723",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2724",1,"chatrevolve look say little mr right"
"2725",-1," gentlemen erictrump danscavino loudobbs seanhannity click fed law broke secstate ht"
"2726",0,"realscotternst hillaryclintona role model young women lenadunham sarahsilverman mileycyrus"
"2727",2,"dvatw love smile debatenight"
"2728",0,"forbade office speak sounds like hick arkansas daughter referendum office person trained pigs"
"2729",-1,"billclinton paid woman year affair abort babies knew"
"2730",1,"women support quite reveal lenadunham sarahsilverman mileycyrus"
"2731",0,"will say anythi elect debatenight debate wikileak veritas"
"2732",0,"wikileak release email part"
"2733",0,"vatican knowledge extraterrestrials reveal gotnostrings"
"2734",0,"video extensive amount incriminating evidence email question vo"
"2735",0,"dloesch blackhistorymonth"
"2736",0,"kurtnimmo soros team buddies"
"2737",0,"realizó extraños movimientos reptilianos con la cabeza y desató la polémica en internet"
"2738",0,"y porqué festejó su triunfo en el er debate con vicente fernández y los tigres del norte lasnoticiasconkarlaiberia"
"2739",0,"esmasfarandula video agradece con un abrazo apoyo de vicentefdez"
"2740",0,"now mpp hillarious scotus gun control gunsense"
"2741",0,"wikileak release email part"
"2742",-1,"twright treat people disagree"
"2743",0,"realizó extraños movimientos reptilianos con la cabeza y desató la polémica en internet"
"2744",0,"realizó extraños movimientos reptilianos con la cabeza y desató la polémica en internet"
"2745",-1,"death rowwwwwwwwww deathrow tupac sugeknight imwither playblood"
"2746",-1,"theoptionoracle separate falling right lap another failure state philippines ht"
"2747",-2,"spent lifetime fight kids long arent abort raped"
"2748",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2749",0,"factcheck little foundation total income donated program"
"2750",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"2751",0,"bannerite im nastywoman vote"
"2752",0,"total agree nay "
"2753",0,"divancee wikileaks göre fas kral ile görüebilmek için vakfna mlyn ödeme yapm"
"2754",2,"love smile debatenight"
"2755",0,"politweecs wasnt answer question read prepared answer"
"2756",0,"hibabyblog let known nastywoman nicola"
"2757",1,"proud perform last night rock"
"2758",-3,"teamtrumpco outlets laraza judge wife link nastywoman reveal fake racism attack woman millennial"
"2759",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2760",0,"wikileak release email part new email"
"2761",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"2762",-1,"twright treat people disagree"
"2763",1,"hillaryclintona illegalimmigrants will required proper id collect social assistance"
"2764",0,"wikileak release email part new email"
"2765",0,"openboders nwo"
"2766",3,"spirituogasmbtc happier diwali advance sp thank ur kind support hyderabad bb bbcontestantsonuc mod"
"2767",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2768",0,"momstrump hillarious nastywoman riggedelection rig voterfraud email wikileak debate ht"
"2769",0,"republican primaries candidata look clintonbodycount campaign right now go fuck didnt think"
"2770",0,"NA NA"
"2771",0,"kurtnimmo soros team buddies"
"2772",-1,"democrat voter know fight hard candidata"
"2773",0,"judymorris expose foundation ties suspected human organ trafficker clintonfoundation"
"2774",1,"chatrevolve look say little mr right"
"2775",-1,"hillarious vs now lost clip srfdok ein falsches spiel"
"2776",0,"morabitolee hillaryforprison hillaryshealth hillaryseizures benghazi mind hrc americ"
"2777",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2778",0,"wikileak release email part"
"2779",0,"strongertogether pennsylvania california say"
"2780",0,"video agradece con un abrazo apoyo de vicentefdez"
