"score","text"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
-2,"silence leadership undermines electoral process unacceptable"
0,"chetpowell proved can take event new low become st potus candidacy boo t"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
1,"a law let make clear world want presiden retweet"
-1,"lauracereta th lie nation television"
0,"nastywoman imnotwithher"
-1,"walked interview question racist sexist comment"
0,"socalicc morebigly nastywoman snortytheclown liarliar nevertrump"
-3,"syedmahmood donaldtrumpdriven elect rig comment vile poisonous polit hes even worse robert m"
-1,"wicked truth vote melania vs bill nyc"
0,"low can go imwither stfu"
0,"a law ran material heres kitten leahr sandratxas shelbz"
0,"melania michelleobama speech funnier"
2,"cnn much alike busch donaldtrumpdriven linguistic repertoire astonishingly simple talk like fifth grader"
0,"unitefortrump trumptrain maga elect"
0,"brought celebrityapprentice tactics campaign frightening won"
0,"torstareditor ddale toronto star front page friday just suggestion"
1,"caveboyjones play movie list think better choice"
0,"rhreid boo al smith dinner slamming "
0,"cnntonight donlemon vanjones school media highlight storiche day make"
1,"nastywoman hey better gentleman turn janetjackson nevertrump maga debate"
2,"trumpapproved please make support proud alsmithdinner"
0,"nikshmatko makeamericagreatagain work can use us presiden fight evil"
0,"please vote fucktrump dress fashionbyreyortiz imwithher fashion please vot"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
0,"vicbergeriv askd three time hour briefing"
0,"qrznow hamradio radio"
1,"major indianamericans prefer say survey uselection indianamericans"
1,"a law let make clear world want presiden retweet"
2,"vicitrue stood strong people usa alsmithdinner ty ur amazing"
0,"capaz el debate de hilaryclinton vs esta mas bueno eso de big brother"
1,"a law let make clear world want presiden retweet"
-2,"silence leadership undermines electoral process unacceptable"
-1,"peterdaou new video star little rascals women"
1,"a law let make clear world want presiden retweet"
1,"a law let make clear world want presiden retweet"
0,"man face alsmithdinner summerzervos world reaction donaldtrumpdriven month presidential campaign"
0,"vicbergeriv askd three time hour briefing"
-1,"peterdaou new video star little rascals women"
1,"kevinbydesign evangelicalsfortrump prayer alsmithdinner work"
0,"a law ran material heres kitten leahr sandratxas shelbz"
-1,"peterdaou new video star little rascals women"
0,"en segundos zorman"
0," make swipe tedcruz alsmith dinner right scoop"
-1,"peterdaou new video star little rascals women"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
-1,"usatoday bad hombre"
0,"unitefortrump trumptrain maga elect"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"sound like drunk debate istylerjordan"
0,"comparten cena de caridad hilaryclinton y en nueva york un día después de su último debate"
0,"batampos eminem sindir lewat lagu barunya eminem batampos"
0," alsmithdinner im glad threw shade disdain catholic"
-1,"etcanada walked interview question racist sexist comment"
0,"notifyrinc watch roast new york event elect"
0,"adriannichols keep eye two corinthians prayer alsmithdinner"
0,"angietweets see done comment debate "
0,"rogeradunbar presidential elect tomorrow vote debate elect "
0,"bad miss johnkasich right now bad humor smartmat calm alsmithdinner"
-1,"josephmagi problem danneywilliams vote psychic"
0,"adriannichols poor giuliani thought go ride right white house now hes just"
-1,"peterdaou new video star little rascals women"
0,"adriannichols keep eye two corinthians prayer alsmithdinner"
-2,"silence leadership undermines electoral process unacceptable"
0," alsmithdinner im glad threw shade disdain catholic"
-2,"know presiden doesnt sound bad lot damage"
0,"vicbergeriv askd three time hour briefing"
0,"vividly defended idea lateterm partial birth abortion boldly took st"
2,"trumpapproved please make support proud alsmithdinner"
0," alsmithdinner im glad threw shade disdain catholic"
-1,"washtimes inside beltway ivanka say father never lie american people"
0,"cnn run presiden year hes newbie stop say got school vanjones"
1,"a law let make clear world want presiden retweet"
0," alsmithdinner im glad threw shade disdain catholic"
-1,"attack historic"
1,"cnn isnt accustomed speak intelligence audience dumptrump"
1,"a law let make clear world want presiden retweet"
-1,"walked interview question racist sexist comment"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
0,"morebigly nastywoman snortytheclown liarliar nevertrump"
2,"video demo usa democracia best make great"
-1,"now im joke wife melania exact speech"
-1,"fuck get boo al smith dinner"
-1,"bettemidler disgust women yet innercircle full men white corncob pipes"
-2,"washtimes mercedes schlapp say donaldtrumpdriven voterfraud concerned ignorance elect"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
0,"written stepford wife"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
0,"got real quick speech alsmithdinner imwithher"
0,"sarah palin throwing red meat crowd"
1,"a law let make clear world want presiden retweet"
0,"vicbergeriv askd three time hour briefing"
0,"nikshmatko makeamericagreatagain work can use us presiden fight evil"
1,"a law let make clear world want presiden retweet"
2,"vicitrue stood strong people usa alsmithdinner ty ur amazing"
0,"deariley maga draintheswamp bigleaguetruth seem rules everyone else"
2,"trumpapproved please make support proud alsmithdinner"
2,"trumpapproved please make support proud alsmithdinner"
2,"trumpapproved please make support proud alsmithdinner"
0,"stcom women swarm support insult"
0,"hillaryclintonforpresident"
0,"cnn crime donaldtrumpdriven hilarious speech million watch consequence alsmithdinner"
1,"a law let make clear world want presiden retweet"
0,"johnrmoffitt disqualifies presiden"
0,"rhreid boo al smith dinner slamming "
1,"karlfrisch look like figure tweet one account"
0," alsmithdinner im glad threw shade disdain catholic"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"keep eye two corinthians prayer alsmithdinner"
1,"let make happen keep win potus stop us maga"
-1,"jesuits upset alsmithdinner hell learn put cool logic"
0,"diz só vai aceitar o resultado da eleição nos estadosunidos se ele vencer"
0,"johnrmoffitt disqualifies serves capacity"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
0,"chanotb está cerca de destruir el mundo y vos tipo"
0,"dailypollsx vote presiden retweet poll dailypoll elect"
0,"discussing geopolitics folks washingtona serious conversation conversation elect"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
0,"qrznow hamradio"
0,"eraznoylachoko vicentefdez saludando en el debate vicentefernandez debate hillar"
0,"eminem sindir lewat lagu barunya eminem batampos"
0,"johnrmoffitt think fittest candidacy presiden historic"
1,"karlfrisch look like figure tweet one account"
0,"vicbergeriv askd three time hour briefing"
-1,"keep fall vladimirputin praise propaganda final"
1,"a law let make clear world want presiden retweet"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
-1,"rednecknation damn always got one sister rednecknation trumptrain trumppence rhec"
0,"donaldtrumpdriven divide consume long elect paulryan sights washington post"
1,"mstanik look like list book mormon big time explanation markzbarabak"
0,"rhreid boo al smith dinner slamming "
-1,"josephmagi problem danneywilliams vote psychic"
-2,"washtimes mercedes schlapp say donaldtrumpdriven voterfraud concerned ignorance elect"
-1,"shareblue new video star little rascals women shareblue"
0,"bychristinebswk factcheck call donaldtrumpdriven partial birthabortion comment scarerhetoric heres truth"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
-2,"pittgriffin queens boy fail manhattan sad heckled new york elite dinner"
-2,"spoiledchild trade caustic barbaro roast turn bitter via yahoonews"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
1,"karlfrisch look like figure tweet one account"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
1,"a law let make clear world want presiden retweet"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
1,"a law let make clear world want presiden retweet"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"a law let make clear world want presiden retweet"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"thequint qworld accept result win duterte splits us"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"a law let make clear world want presiden retweet"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
0,"alfred e smithmemorialfoundationdinner new york citizenjournalist presidential candidacy attend annual"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
-3,"class dumptrump idiot bigot racist loser whiner dontboovote"
1,"a law let make clear world want presiden retweet"
2,"vicitrue stood strong people usa alsmithdinner ty ur amazing"
0,"vicbergeriv askd three time hour briefing"
-1,"welp manage make forget much loathe record minute stretch thats something alsmithdinner"
-1,"shake hand final debate politicalfoods trumpbookreport"
0,"es el lópezobrador de eu afirma marko cortés"
0,"es el lópezobrador de eu afirma marko cortés"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
1,"a law let make clear world want presiden retweet"
0,"rhreid boo al smith dinner slamming "
0,"erictrump innoutlife son billionare soda thief"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-2,"mrblackcat break news another woman went public storiche unwanted physical contact name karinav"
1,"a law let make clear world want presiden retweet"
1,"avonjon got stand ovation alsmithdinner boo stage"
-2,"queens boy fail manhattan sad heckled new york elite dinner"
0,"rhreid boo al smith dinner slamming "
1,"a law let make clear world want presiden retweet"
0,"georgiastraight michael moore pullas movie ass uselection michaelmoore h"
0,"theedanielr woman debate loop"
1,"a law let make clear world want presiden retweet"
1,"a law let make clear world want presiden retweet"
0,"boo al smith dinner slamming "
-1,"yeah boo big devastates oh wait imwithher"
2,"accurate smosh toreal hilarious"
0,"alsmithdinner rockyhorror veritas podestaemails draintheswamp"
0,"final battle invitedpeace democratic"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-3,"kharyp alex jones suffers meltdown lie whe"
0,"filter need antichrist debate"
1,"abandoned maligned dirt bag media outfunded ampunderstaffed can still win elect keep faith"
0,"dailypollsx vote presiden retweet poll dailypoll elect"
-1,"ukfann think billclinton afraid show alsmithdinner scalded ass"
-2,"cbnnews warned elect may rig claim may farfetched"
-1,"gabrieldanradu know thats easily know toilet water someone else need make whole disgust"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
0,"vividly defended idea lateterm partial birth abortion boldly took st"
0,"showuright vladimir putin plan destroy westamp look lot like via slate"
0,"trending stream tech news celeb undersummit"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
1,"a law let make clear world want presiden retweet"
1,"help love wisconsin familiar"
-1,"shareblue new video star little rascals women shareblue"
-1,"peterdaou presiden obama scorches republican year toxic polit"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"notifyrinc michelle obama torches keep american democracia suspense elect"
-1,"want believe antiestablishment hope dont realize put lose purpose"
0,"deariley maga draintheswamp bigleaguetruth seem rules everyone else"
-1,"come time new podestaemails release created media around dumb statement"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-3,"syedmahmood donaldtrumpdriven elect rig comment vile poisonous polit hes even worse robert m"
1,"accept us presidential elect result win"
1,"a law let make clear world want presiden retweet"
0,"poor giuliani thought go ride right white house now hes ju"
1,"karlfrisch look like figure tweet one account"
0,"chanotb está cerca de destruir el mundo y vos tipo"
-1,"washtimes campaign univision teamed trash wikileaks emails reveal"
0,"vicbergeriv askd three time hour briefing"
0,"search google move iraq skyrocket rd presidential debate"
-1,"puppet hilarysamerica movie"
1,"can poles right rallies r manishmalhotra people rallies presiden hundreds "
0,"pittgriffin mental stamina thing got awkward fast al smith dinner"
0,"michael moore pullas movie ass uselection michaelmoore"
2,"vickybrush hope safe prosperity future familiar vote trumpforpresident maga real"
0,"blueskyguitars mariabartiromo mariabartiromo thnx bring twins nite al smith dinner f"
1,"cliffsummerhill notice didnt get stand ovation alsmithcharitydinner people stand presiden"
1,"got stand ovation alsmithdinner boo stage"
0,"a law evidence since beginning rallies debate poll total landslide debate"
1,"latest thank akirak fsss"
2,"vicitrue stood strong people usa alsmithdinner ty ur amazing"
0,"mental stamina thing got awkward fast al smith dinner"
1,"karlfrisch look like figure tweet one account"
0,"ianderson theyre draintheswamp elect potus can maga wihelp projec"
-1,"embarrassed name donaldjtrumpjr poor boy"
-1,"movietvtechgeek true false claim rd debate movietvtechgeek"
0," chelseahandler dumptrump presidentialelection women"
1,"a law let make clear world want presiden retweet"
0,"theyre draintheswamp elect potus can maga wihelp"
0,"lol presidentialdebatee imwithher elect hillaryvstrump"
0,"alfred e smithmemorialfoundation dinner along republican nominee wife"
0,"wikileaks please elaborate alsmithdinner"
0,"sstantis recognizes electionresults way see full cartoon debate"
1,"karlfrisch look like figure tweet one account"
0,"u go vote elect"
-1,"peterdaou new video star little rascals women"
1,"a law let make clear world want presiden retweet"
0,"nycallday watch make ass alsmith dinner via huffpostpol christinaw"
0,"à regarder aigredoux"
-1,"peterdaou new video star little rascals women"
0,"sstantis recognizes electionresults way see full cartoon debate"
0,"define debate canttrusttrump"
1,"a law let make clear world want presiden retweet"
-1,"fishbiscuit thing equal bad hombre vote nastywoman nastywomenvote badhombre ht"
0,"dailypollsx vote presiden retweet poll dailypoll elect"
0,"guns filmmaker bro elect tweetsfromthestars o johnwayne"
0,"limeritweets dont know theyre said sheepishly daily alsmithdinner"
2,"pls read gt promise increase social secure tax berniesanders clintonpromises"
1,"karlfrisch look like figure tweet one account"
-2,"narcissist misogynist prejudice ignorance stoptrump conman womencanstoptrump"
0,"a law ran material heres kitten leahr sandratxas shelbz"
-1,"debate statue cnn presiden roast joke"
2,"someone obama brother malikobama attend debate lasvegas cheer said honest bara"
2,"someone obama brother malikobama attend debate lasvegas cheer said honest bara"
-1,"rednecknation damn always got one sister rednecknation trumptrain trumppence rhec"
-1,"unionsworkers rhetoric american job shipped job overseas bangladesh china mexico u p"
1,"karlfrisch look like figure tweet one account"
1,"a law let make clear world want presiden retweet"
0,"alsmithdinner presidential dinner catholic debate rnc dnc elect fox cnn"
0,"deariley maga draintheswamp bigleaguetruth seem rules everyone else"
1,"a law let make clear world want presiden retweet"
1,"watch presidential candidacy hilaryclinton roast absolute entertaining"
0,"al sharpton recently came apologize"
-1,"jaketapper seem someone run back crime like babies loser presidentialelection debate"
-2,"pittgriffin much anger hurt kid just turn dinner screed "
1,"please followfor awesome poll eminem jcole drake kanye kimk kenbone harambe breakingbad walkingdead"
1,"karlfrisch look like figure tweet one account"
1,"hilarious debate presidentialcandidates"
0,"nycallday watch make ass alsmith dinner via huffpostpol christinaw"
1,"a law let make clear world want presiden retweet"
0,"dailypollsx vote presiden retweet poll dailypoll elect"
-1,"refusal accept elect result kellyfile debate debate alsmithdinner"
1,"karlfrisch look like figure tweet one account"
-2,"earlskakel think kellyanneconway secret battle vicious form cancer believe"
0,"washtimes hit nerve jests alsmithdinner"
1,"look like figure tweet one account"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
0,"trumpaboard debate bluster reimagined school book report twitter"
1,"rikomurai tough day office debate"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
0,"nono dont velvettv vine thevelvetrope"
0,"gone trumpzilla trumptidumti"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
1,"johnnyrayyarbro neverbeenpolled support"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
-1,"bigdaddyskyler yo sht got weak"
-1,"despite outrage view represents hope manishmalhotra american via indianexpress"
0,"dont know theyre said sheepishly daily alsmithdinner"
0,"deariley maga draintheswamp bigleaguetruth seem rules everyone else"
0,"a law ran material heres kitten leahr sandratxas shelbz"
1,"a law let make clear world want presiden retweet"
-1,"thing equal bad hombre vote nastywoman nastywomenvote badhombre"
0,"karlfrisch watch make ass alsmithdinner arent say boo theyre say boourns"
0,"twaddlewaddle think learn comedycentral roast fn destroy someone whos forced smile abt"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"a law ran material heres kitten leahr sandratxas shelbz"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"watch make ass alsmith dinner via huffpostpol christinawilkie roast"
0,"stopteabaggers man year got twitter battle cher also parodies page"
0,"vividly defended idea lateterm partial birth abortion boldly took st"
1,"a law let make clear world want presiden retweet"
1,"a law let make clear world want presiden retweet"
0,"day debate square roast"
0,"feeonline trumpaboard economic plan completa detached debate hillar"
0,"another great big lmfaooooo d carpenter donaldtrumpet loser boo nyc newyork newyork"
-1,"stforeigndesk white house rivals trade punch line dinner"
1,"a law let make clear world want presiden retweet"
0,"watch make ass alsmith dinner via huffpostpol christinawilkie roast"
1,"a law let make clear world want presiden retweet"
0,"deariley maga draintheswamp bigleaguetruth seem rules everyone else"
0,"dailypollsx vote presiden retweet poll dailypoll elect"
1,"a law let make clear world want presiden retweet"
0,"interest alsmithdinner draintheswamp thedonaldreddit rockyhorror seanhannity veritas"
0,"vicbergeriv askd three time hour briefing"
0,"even want kid call one leave alone presiden respectwomen"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
0,"man year got twitter battle cher also parodies page"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
-1,"peterdaou new video star little rascals women"
1,"vickybrush heart love care familiar children vote potus"
1,"a law let make clear world want presiden retweet"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"th ladiestrump come seem read script"
1,"a law let make clear world want presiden retweet"
1,"a law let make clear world want presiden retweet"
-7,"morintoon spoiled brat vile rude dishonest contempt fool morintoon elect debate"
0,"karlfrisch watch make ass alsmithdinner arent say boo theyre say boourns"
1,"rikomurai tough day office debate"
0,"torstareditor ddale toronto star front page friday just suggestion"
0,"vicbergeriv askd three time hour briefing"
0,"deariley maga draintheswamp bigleaguetruth seem rules everyone else"
-1,"white house rivals trade punch line dinner"
1,"dianne tremontgolfer presidential womenfortrump like foramericafirst n latinosblack american maga"
-1,"think belittling women make bigger thats real"
0,"masestilomas dejaremos esto por aquí badhombre trumpland trumptrain trumpvsclinton"
0,"vicbergeriv askd three time hour briefing"
-2,"kill laughter cant vote harm done magax alsmithdinner"
0,"iowa caucuses trumpaboard moment truth"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
0,"fameolous like lose"
-2,"washtimes mercedes schlapp say donaldtrumpdriven voterfraud concerned ignorance elect"
1,"roast dont like underbellies exposedriggedelection riggedsystem"
-1,"im sure bend enough suck dick"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
1,"ldyguin truth set us free debate trumpbookreport thursdaythoughts"
-1,"peterdaou new video star little rascals women"
1,"a law let make clear world want presiden retweet"
-1,"peterdaou new video star little rascals women"
0,"a law evidence since beginning rallies debate poll total landslide debate"
1,"a law let make clear world want presiden retweet"
-1,"wake im far concerned actions may said never hil"
1,"environews hilarious japanese animals goes viral elect world presiden environews"
0,"yaimat es abucheado en cena benefica en nyc alsmithdinner nuestro reportero estuvo ahi y trendra el information telem"
-1,"even kramer seinfeld watch tonight went whew hes rough set alsmithdinner"
0,"NA NA"
-2,"washtimes mercedes schlapp say donaldtrumpdriven voterfraud concerned ignorance elect"
-1,"dl hughley don king idiot defended dlhughley donking"
-1,"peterdaou new video star little rascals women"
1,"environews hilarious japanese animals goes viral elect world presiden environews"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-1,"billcoxofclake screenwriterau magnifier potus manishmalhotra lie bo lynchhillarycomeymsm u hidin"
0,"dailypollsx vote presiden retweet poll dailypoll elect"
0,"es el lópezobradordeeua asegura diputado"
0,"es el lópezobradordeeua asegura diputado"
0,"dailypollsx vote presiden retweet poll dailypoll elect"
0,"lopolémico las denuncia de mujer son mentiras sólo quieren sus minutos de fama"
0,"must see roast alsmithdinner"
0,"vividly defended idea lateterm partial birth abortion boldly took st"
1,"notice didnt get stand ovation alsmithcharitydinner people stand presiden roomtruth"
2,"someone obama brother malikobama attend debate lasvegas cheer said honest bara"
0,"a law evidence since beginning rallies debate poll total landslide debate"
1,"a law let make clear world want presiden retweet"
1,"starboardmaiden ny liberal nyc half work stiffs just go outside citizenjournalist upstate ampyou trum"
2,"someone obama brother malikobama attend debate lasvegas cheer said honest bara"
-2,"nolaquilter pitiful little man show us real tonight pitiful"
1,"tough day office debate"
1,"a law let make clear world want presiden retweet"
-2,"trumpaboard unprecedented lack ad spending hurt local media elect"
1,"a law let make clear world want presiden retweet"
-2,"sad shame reversemortgage lender taxlaw allowed protectourveterans maga trumptrain"
0,"alsmithdinner elect telemundo"
-1,"johnrmoffitt elect last debate doubt inspired nra terrorist continue assange"
0,"cnn ac perhaps see drop robe know year old idontthinkso"
-1,"dear sir concede entire nation"
0,"wrote"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-1,"exchange acid joke newyorkdinner"
-2,"silence leadership undermines electoral process unacceptable"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"watch donaldtrumpdriven joke al smith dinner love nastywoman"
0,"torstareditor ddale toronto star front page friday just suggestion"
-1,"si pierde intimida al pueblo hubo fraud electoral le den prision por desacato"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
-2,"mishasmolecules alsmithdinner joke take shots take shots wife loser"
0,"michelle obama torches keep american democracia suspense elect"
